Date,Team,Acquired,Relinquished,Notes
2024-03-17,Wizards,,• Kyle Kuzma,placed on IL with sore left shoulder
2024-03-18,Blazers,• Matisse Thybulle,,activated from IL
2024-03-18,Celtics,,• Al Horford,placed on IL with sprained left big toe
2024-03-18,Celtics,,• J.D. Davison,placed on IL with illness
2024-03-18,Celtics,,• Jayson Tatum,placed on IL with right ankle impingement
2024-03-18,Celtics,,• Jrue Holiday,placed on IL with bruised right shoulder
2024-03-18,Celtics,,• Sam Hauser,placed on IL with sprained left ankle
2024-03-18,Celtics,• Derrick White,,activated from IL
2024-03-18,Celtics,• Kristaps Porzingis,,activated from IL
2024-03-18,Hawks,• Onyeka Okongwu,,activated from IL
2024-03-18,Jazz,• Lauri Markkanen,,activated from IL
2024-03-18,Knicks,,• Ogugua Anunoby / O.G. Anunoby,placed on IL with right elbow injury
2024-03-18,Magic,• Jonathan Isaac,,activated from IL
2024-03-18,Pelicans,• Larry Nance Jr.,,activated from IL
2024-03-18,Wizards,,• Eugene Omoruyi,placed on IL with sprained left ankle
2024-03-19,Celtics,• Al Horford,,activated from IL
2024-03-19,Celtics,• J.D. Davison,,activated from IL
2024-03-19,Celtics,• Jayson Tatum,,activated from IL
2024-03-19,Heat,,• Duncan Robinson,placed on IL with back injury
2024-03-19,Jazz,,• Lauri Markkanen,placed on IL with bruised right quadriceps
2024-03-19,Kings,,• Kevin Huerter,placed on IL with torn labrum in left shoulder (out for season)
2024-03-19,Mavericks,• Brandon Williams (b. 1975-02-27),,activated from IL
2024-03-19,Nuggets,,• Zeke Nnaji,placed on IL with sore lower back
2024-03-19,Pistons,,• Isaiah Stewart,placed on IL with strained right hamstring (out for season)
2024-03-19,Spurs,,• Zach Collins,placed on IL with concussion protocol
2024-03-19,Timberwolves,,• Naz Reid,placed on IL with head injury
2024-03-19,Wizards,,• Bilal Coulibaly,placed on IL with fractured right wrist (out for season)
2024-03-20,Blazers,,• Matisse Thybulle,placed on IL with right ankle impingement
2024-03-20,Bucks,• Chris Livingston,,activated from IL
2024-03-20,Bucks,• MarJon Beauchamp,,activated from IL
2024-03-20,Cavaliers,,• Dean Wade,placed on IL with sore right knee
2024-03-20,Clippers,,• Terance Mann,placed on IL with strained right shoulder
2024-03-20,Hawks,,• Jalen Johnson,placed on IL with sprained right ankle
2024-03-20,Heat,,• Edrice Adebayo / Bam Adebayo,placed on IL with bruised lower back
2024-03-20,Nets,,• Dorian Finney-Smith,placed on IL with sore left ankle
2024-03-20,Pacers,• Doug McDermott,,activated from IL
2024-03-20,Pistons,,• Ausar Thompson,placed on IL with blood clots (out for season)
2024-03-20,Pistons,,• Simone Fontecchio,placed on IL with bruised left toe (out for season)
2024-03-20,Pistons,,• Taj Gibson,placed on IL with right hamstring injury
2024-03-20,Wizards,• Kyle Kuzma,,activated from IL
2024-03-21,Bucks,,• Khris Middleton,placed on IL with left ankle injury
2024-03-21,Bucks,• Giannis Antetokounmpo,,activated from IL
2024-03-21,Bulls,• Coby White,,activated from IL
2024-03-21,Jazz,,• John Collins (Martin),placed on IL with facial injury
2024-03-21,Jazz,• Lauri Markkanen,,activated from IL
2024-03-21,Lakers,,• Jalen Hood-Schifino,placed on IL with surgery on back (out for season)
2024-03-21,Wizards,• Deni Avdija,,activated from IL
2024-03-22,76ers,• Tobias Harris,,activated from IL
2024-03-22,Blazers,,• Deandre Ayton,placed on IL with left elbow tendinitis
2024-03-22,Celtics,,• Al Horford,placed on IL with sprained left big toe
2024-03-22,Celtics,,• Jayson Tatum,placed on IL with right ankle impingement
2024-03-22,Celtics,• Sam Hauser,,activated from IL
2024-03-22,Clippers,• Terance Mann,,activated from IL
2024-03-22,Grizzlies,,• Desmond Bane,placed on IL with sore back
2024-03-22,Grizzlies,• Scotty Pippen Jr.,,activated from IL
2024-03-22,Heat,• Edrice Adebayo / Bam Adebayo,,activated from IL
2024-03-22,Lakers,• Cam Reddish,,activated from IL
2024-03-22,Nets,• Dorian Finney-Smith,,activated from IL
2024-03-22,Pelicans,,• Brandon Ingram,placed on IL with bruised left knee
2024-03-22,Spurs,• Zach Collins,,activated from IL
2024-03-22,Timberwolves,• Naz Reid,,activated from IL
2024-03-22,Timberwolves,• Rudy Gobert,,activated from IL
2024-03-22,Wizards,• Marvin Bagley III,,activated from IL
2024-03-23,Blazers,,• Anfernee Simons,placed on IL with left knee tendinitis (out for season)
2024-03-23,Celtics,,• Jaylen Brown,placed on IL with right ankle injury
2024-03-23,Celtics,,• Kristaps Porzingis,placed on IL with right hamstring injury
2024-03-23,Celtics,• Al Horford,,activated from IL
2024-03-23,Celtics,• Jayson Tatum,,activated from IL
2024-03-23,Hawks,,• Onyeka Okongwu,placed on IL with left big toe injury (out for season)
2024-03-23,Jazz,,• Lauri Markkanen,placed on IL with bruised right quadriceps
2024-03-23,Jazz,,• Omer Yurtseven,placed on IL with sprained right ankle
2024-03-23,Jazz,• John Collins (Martin),,activated from IL
2024-03-23,Magic,,• Gary Harris,placed on IL with strained right foot
2024-03-23,Nuggets,,• Jamal Murray,placed on IL with sprained left ankle / various injuries
2024-03-23,Nuggets,,• Nikola Jokic,placed on IL with various injuries
2024-03-23,Suns,• Josh Okogie,,activated from IL
2024-03-24,Bucks,,• A.J. Green,placed on IL with illness
2024-03-24,Bucks,• Khris Middleton,,activated from IL
2024-03-24,Cavaliers,• Evan Mobley,,activated from IL
2024-03-24,Celtics,• Jaylen Brown,,activated from IL
2024-03-24,Celtics,• Kristaps Porzingis,,activated from IL
2024-03-24,Clippers,,• P.J. Tucker,placed on IL with calf injury
2024-03-24,Clippers,• Norman Powell,,activated from IL
2024-03-24,Lakers,,• D'Angelo Russell,placed on IL with illness
2024-03-24,Nets,,• Cameron Johnson,placed on IL with sprained left big toe
2024-03-24,Nets,,• Dennis Smith Jr.,placed on IL with right hip injury
2024-03-24,Nets,,• Keita Bates-Diop,placed on IL with fractured tibia in right leg (out for season)
2024-03-24,Wizards,,• Kyle Kuzma,placed on IL with sore left shoulder
2024-03-25,Blazers,• Shaedon Sharpe,,activated from IL
2024-03-25,Bucks,• A.J. Green,,activated from IL
2024-03-25,Celtics,,• Xavier Tillman,placed on IL with left knee injury
2024-03-25,Clippers,• P.J. Tucker,,activated from IL
2024-03-25,Clippers,• Russell Westbrook,,activated from IL
2024-03-25,Grizzlies,,• John Konchar,placed on IL with sore right heel (out for season)
2024-03-25,Grizzlies,• Desmond Bane,,activated from IL
2024-03-25,Hornets,• Bryce McGowens,,activated from IL
2024-03-25,Jazz,• Jordan Clarkson,,activated from IL
2024-03-25,Jazz,• Lauri Markkanen,,activated from IL
2024-03-25,Jazz,• Omer Yurtseven,,activated from IL
2024-03-25,Lakers,• D'Angelo Russell,,activated from IL
2024-03-25,Nuggets,,• Aaron Gordon,placed on IL with sprained right foot
2024-03-25,Nuggets,• Nikola Jokic,,activated from IL
2024-03-25,Pacers,,• Aaron Nesmith,placed on IL with bruised right knee
2024-03-25,Spurs,,• Victor Wembanyama,placed on IL with sprained left ankle
2024-03-26,Bucks,,• Patrick Beverley,placed on IL with surgery on right wrist
2024-03-26,Heat,,• Jimmy Butler,placed on IL with illness
2024-03-26,Jazz,,• Jordan Clarkson,placed on IL with sore lower back (out for season)
2024-03-26,Warriors,,• Trayce Jackson-Davis,placed on IL with sore right knee
2024-03-26,Wizards,• Kyle Kuzma,,activated from IL
2024-03-27,Cavaliers,• Max Strus,,activated from IL
2024-03-27,Grizzlies,• Brandon Clarke,,activated from IL
2024-03-27,Jazz,,• Johnny Juzang,placed on IL with back spasms
2024-03-27,Knicks,,• Alec Burks,placed on IL with sprained right shoulder
2024-03-27,Knicks,• Mitchell Robinson,,activated from IL
2024-03-27,Lakers,,• Anthony Davis,placed on IL with hyperextended left knee
2024-03-27,Lakers,• Colin Castleton,,activated from IL
2024-03-27,Nuggets,• Aaron Gordon,,activated from IL
2024-03-27,Pacers,• Aaron Nesmith,,activated from IL
2024-03-27,Spurs,,• Keldon Johnson,placed on IL with sore right knee
2024-03-27,Spurs,• Victor Wembanyama,,activated from IL
2024-03-27,Thunder,,• Shai Gilgeous-Alexander,placed on IL with bruised right quadriceps
2024-03-27,Warriors,,• Jonathan Kuminga,placed on IL with sore left knee
2024-03-27,Warriors,• Trayce Jackson-Davis,,activated from IL
2024-03-28,Bucks,• Patrick Beverley,,activated from IL
2024-03-28,Celtics,,• Jaden Springer,placed on IL with left knee injury
2024-03-28,Celtics,• Jrue Holiday,,activated from IL
2024-03-28,Celtics,• Xavier Tillman,,activated from IL
2024-03-28,Magic,• Gary Harris,,activated from IL
2024-03-28,Wizards,,• Richaun Holmes,placed on IL with bruised left toe (out for season)
2024-03-29,Blazers,• Deandre Ayton,,activated from IL
2024-03-29,Blazers,• Matisse Thybulle,,activated from IL
2024-03-29,Cavaliers,,• Caris LeVert,placed on IL with sore right wrist
2024-03-29,Cavaliers,,• Craig Porter Jr.,placed on IL with illness
2024-03-29,Cavaliers,• Donovan Mitchell,,activated from IL
2024-03-29,Celtics,,• J.D. Davison,placed on IL with sprained left ankle
2024-03-29,Grizzlies,,• Desmond Bane,placed on IL with sore back (out for season)
2024-03-29,Heat,• Jimmy Butler,,activated from IL
2024-03-29,Heat,• Kevin Love,,activated from IL
2024-03-29,Jazz,,• Lauri Markkanen,placed on IL with right shoulder impingement (out for season)
2024-03-29,Jazz,• Johnny Juzang,,activated from IL
2024-03-29,Lakers,• Anthony Davis,,activated from IL
2024-03-29,Magic,,• Markelle Fultz,placed on IL with left knee injury
2024-03-29,Raptors,,• Ochai Agbaji,placed on IL with bruised right hip
2024-03-29,Spurs,• Keldon Johnson,,activated from IL
2024-03-29,Warriors,,• Dario Saric,placed on IL with sore right knee
2024-03-30,Blazers,,• Toumani Camara,placed on IL with various injuries (out for season)
2024-03-30,Grizzlies,,• Santi Aldama,placed on IL with illness
2024-03-30,Heat,,• Caleb Martin,placed on IL with right ankle injury
2024-03-30,Kings,,• Malik Monk,placed on IL with sprained MCL in right knee (out for season)
2024-03-30,Magic,,• Gary Harris,placed on IL with plantar fasciitis in right foot
2024-03-30,Magic,,• Jonathan Isaac,placed on IL with right hamstring injury
2024-03-30,Magic,• Markelle Fultz,,activated from IL
2024-03-30,Pelicans,,• Jose Alvarado,placed on IL with strained right oblique
2024-03-30,Pelicans,• Dyson Daniels,,activated from IL
2024-03-30,Spurs,,• Jeremy Sochan,placed on IL with left ankle impingement (out for season)
2024-03-30,Spurs,,• Keldon Johnson,placed on IL with sprained left foot
2024-03-31,Cavaliers,,• Isaac Okoro,placed on IL with toe injury
2024-03-31,Cavaliers,• Caris LeVert,,activated from IL
2024-03-31,Heat,• Duncan Robinson,,activated from IL
2024-03-31,Hornets,,• Aleksej Pokusevski,placed on IL with illness
2024-03-31,Jazz,,• John Collins (Martin),placed on IL with back spasms (out for season)
2024-03-31,Kings,• Aleksandar Vezenkov / Sasha Vezenkov,,activated from IL
2024-03-31,Kings,• Trey Lyles,,activated from IL
2024-03-31,Knicks,,• Mitchell Robinson,placed on IL with sprained left ankle
2024-03-31,Knicks,• Alec Burks,,activated from IL
2024-03-31,Lakers,• Gabe Vincent,,activated from IL
2024-03-31,Magic,• Gary Harris,,activated from IL
2024-03-31,Magic,• Jonathan Isaac,,activated from IL
2024-03-31,Nets,• Cameron Johnson,,activated from IL
2024-03-31,Nets,• Dennis Smith Jr.,,activated from IL
2024-03-31,Rockets,• Cam Whitmore,,activated from IL
2024-03-31,Spurs,,• Devin Vassell,placed on IL with sore left foot / right foot injury (out for season)
2024-03-31,Thunder,• Shai Gilgeous-Alexander,,activated from IL
2024-03-31,Wizards,,• Kyle Kuzma,placed on IL with bruised right heel
2024-03-31,Spurs,,• Dominick Barlow,placed on IL with bruised left knee (out for season)
2024-04-01,Blazers,,• Justin Minaya,placed on IL with bruised back
2024-04-01,Celtics,,• Jaylen Brown,placed on IL with sprained left hand
2024-04-01,Grizzlies,,• Vince Williams Jr.,placed on IL with patellar injury in left knee (out for season)
2024-04-01,Grizzlies,• Santi Aldama,,activated from IL
2024-04-01,Hawks,• Jalen Johnson,,activated from IL
2024-04-01,Hawks,• Kobe Bufkin,,activated from IL
2024-04-01,Hornets,,• Nick Richards,placed on IL with plantar fasciitis in right foot
2024-04-01,Hornets,• Aleksej Pokusevski,,activated from IL
2024-04-01,Lakers,,• Gabe Vincent,placed on IL with left knee injury
2024-04-01,Magic,,• Caleb Houstan,placed on IL with sore right ankle
2024-04-01,Spurs,,• Jeremy Sochan,surgery on left ankle (out for season)
2024-04-01,Wizards,• Eugene Omoruyi,,activated from IL
2024-04-02,76ers,,• Mohamed Bamba / Mo Bamba,placed on IL with illness
2024-04-02,76ers,• Joel Embiid,,activated from IL
2024-04-02,Cavaliers,,• Donovan Mitchell,placed on IL with left knee injury
2024-04-02,Celtics,• J.D. Davison,,activated from IL
2024-04-02,Clippers,,• Kawhi Leonard,placed on IL with sore right knee
2024-04-02,Heat,• Caleb Martin,,activated from IL
2024-04-02,Knicks,• Mitchell Robinson,,activated from IL
2024-04-02,Mavericks,,• Dereck Lively II,placed on IL with sore right knee
2024-04-02,Thunder,,• Jalen Williams,placed on IL with sprained left ankle
2024-04-02,Thunder,,• Shai Gilgeous-Alexander,placed on IL with bruised right quadriceps
2024-04-03,Bucks,,• Khris Middleton,placed on IL with left ankle injury
2024-04-03,Bucks,,• Patrick Beverley,placed on IL with sprained right ankle
2024-04-03,Cavaliers,• Donovan Mitchell,,activated from IL
2024-04-03,Celtics,• Jaylen Brown,,activated from IL
2024-04-03,Clippers,,• Joshua Primo,placed on IL with sprained left ankle
2024-04-03,Hornets,,• Amari Bailey,placed on IL with illness
2024-04-03,Lakers,• Gabe Vincent,,activated from IL
2024-04-03,Pacers,,• Myles Turner,placed on IL with right finger injury
2024-04-03,Suns,,• Grayson Allen,placed on IL with sore left hip
2024-04-03,Wizards,,• Marvin Bagley III,placed on IL with sprained right knee (out for season)
2024-04-03,Wizards,• Kyle Kuzma,,activated from IL
2024-04-04,Bucks,• Khris Middleton,,activated from IL
2024-04-04,Grizzlies,,• Jaren Jackson Jr.,placed on IL with right quadriceps tendinitis (out for season)
2024-04-04,Jazz,,• Walker Kessler,placed on IL with nasal fracture (out for season)
2024-04-04,Nuggets,• Zeke Nnaji,,activated from IL
2024-04-04,Spurs,,• Cedi Osman,placed on IL with sprained right ankle (out for season)
2024-04-04,Wizards,,• Kyle Kuzma,placed on IL with sprained right ankle (out for season)
2024-04-04,76ers,• Mohamed Bamba / Mo Bamba,,activated from IL
2024-04-05,Blazers,,• Ibou Badji,placed on IL with sore lower back
2024-04-05,Blazers,• Justin Minaya,,activated from IL
2024-04-05,Bucks,,• Giannis Antetokounmpo,placed on IL with left hamstring injury
2024-04-05,Bucks,,• MarJon Beauchamp,placed on IL with sprained right ankle
2024-04-05,Celtics,,• Derrick White,placed on IL with bruised lower back
2024-04-05,Celtics,,• Jaylen Brown,placed on IL with sprained left hand
2024-04-05,Heat,• Tyler Herro,,activated from IL
2024-04-05,Hornets,,• Leaky Black,placed on IL with strained abdominal
2024-04-05,Knicks,• Ogugua Anunoby / O.G. Anunoby,,activated from IL
2024-04-05,Mavericks,,• Luka Doncic,placed on IL with sore right knee
2024-04-05,Pacers,• Myles Turner,,activated from IL
2024-04-05,Raptors,• Ochai Agbaji,,activated from IL
2024-04-05,Rockets,,• Amen Thompson,placed on IL with various injuries
2024-04-05,Rockets,,• Jae'Sean Tate,placed on IL with sprained right ankle
2024-04-05,Suns,• Grayson Allen,,activated from IL
2024-04-05,Warriors,,• Andrew Wiggins,placed on IL with sore left ankle
2024-04-05,Wizards,• Isaiah Livers,,activated from IL
2024-04-06,76ers,,• Tobias Harris,placed on IL with bruised left knee
2024-04-06,Cavaliers,• Craig Porter Jr.,,activated from IL
2024-04-06,Celtics,• Derrick White,,activated from IL
2024-04-06,Grizzlies,,• Jake LaRavia,placed on IL with sore left ankle
2024-04-06,Hawks,• Mouhamed Gueye,,activated from IL
2024-04-06,Jazz,,• Kris Dunn,placed on IL with left foot injury (out for season)
2024-04-06,Nuggets,,• Aaron Gordon,placed on IL with strained right foot
2024-04-06,Nuggets,• Jamal Murray,,activated from IL
2024-04-06,Pistons,• Taj Gibson,,activated from IL
2024-04-07,76ers,,• Joel Embiid,placed on IL with left knee injury
2024-04-07,Blazers,• Ibou Badji,,activated from IL
2024-04-07,Bucks,• Giannis Antetokounmpo,,activated from IL
2024-04-07,Bulls,,• Alex Caruso,placed on IL with bruised left ankle
2024-04-07,Cavaliers,,• Donovan Mitchell,placed on IL with left knee injury
2024-04-07,Cavaliers,• Isaac Okoro,,activated from IL
2024-04-07,Celtics,,• Jayson Tatum,placed on IL with bruised right knee
2024-04-07,Celtics,• Jaden Springer,,activated from IL
2024-04-07,Celtics,• Jaylen Brown,,activated from IL
2024-04-07,Clippers,,• Daniel Theis,placed on IL with sprained left thumb
2024-04-07,Hornets,• Leaky Black,,activated from IL
2024-04-07,Hornets,• Nick Richards,,activated from IL
2024-04-07,Lakers,,• Gabe Vincent,placed on IL with left knee injury
2024-04-07,Lakers,,• LeBron James,placed on IL with illness
2024-04-07,Mavericks,• Luka Doncic,,activated from IL
2024-04-07,Pelicans,,• Naji Marshall,placed on IL with right shoulder injury
2024-04-07,Pelicans,• Jose Alvarado,,activated from IL
2024-04-07,Rockets,• Amen Thompson,,activated from IL
2024-04-07,Spurs,• Keldon Johnson,,activated from IL
2024-04-07,Thunder,,• Gordon Hayward,placed on IL with lower leg injury
2024-04-07,Warriors,• Jonathan Kuminga,,activated from IL
2024-04-07,Heat,,• Orlando Robinson,placed on IL with sore lower back
2024-04-08,Celtics,• Jayson Tatum,,activated from IL
2024-04-08,Hawks,,• Seth Lundy,placed on IL with sore left ankle / left ankle impingement (out for season)
2024-04-08,Heat,,• Duncan Robinson,placed on IL with back injury (out for season)
2024-04-08,Lakers,• Gabe Vincent,,activated from IL
2024-04-08,Magic,• Caleb Houstan,,activated from IL
2024-04-08,Spurs,,• Keldon Johnson,placed on IL with sprained left foot (out for season)
2024-04-08,Thunder,• Shai Gilgeous-Alexander,,activated from IL
2024-04-09,76ers,,• Kyle Lowry,placed on IL with left knee injury
2024-04-09,76ers,,• Tyrese Maxey,placed on IL with left hip injury
2024-04-09,76ers,• De'Anthony Melton,,activated from IL
2024-04-09,76ers,• Joel Embiid,,activated from IL
2024-04-09,76ers,• Tobias Harris,,activated from IL
2024-04-09,Bucks,• Patrick Beverley,,activated from IL
2024-04-09,Bulls,,• Ayo Dosunmu,placed on IL with bruised right quadriceps (out for season)
2024-04-09,Bulls,• Alex Caruso,,activated from IL
2024-04-09,Cavaliers,• Donovan Mitchell,,activated from IL
2024-04-09,Celtics,,• Al Horford,placed on IL with sprained left big toe
2024-04-09,Celtics,,• Kristaps Porzingis,placed on IL with right hamstring injury
2024-04-09,Clippers,,• James Harden,placed on IL with sore right foot
2024-04-09,Clippers,• Daniel Theis,,activated from IL
2024-04-09,Heat,,• Terry Rozier,placed on IL with neck spasms (out for season)
2024-04-09,Heat,• Orlando Robinson,,activated from IL
2024-04-09,Jazz,,• Collin Sexton,placed on IL with illness (out for season)
2024-04-09,Lakers,• LeBron James,,activated from IL
2024-04-09,Magic,,• Franz Wagner,placed on IL with sprained right ankle
2024-04-09,Suns,,• Jusuf Nurkic,placed on IL with sprained right ankle
2024-04-09,Thunder,• Jalen Williams,,activated from IL
2024-04-09,Warriors,• Andrew Wiggins,,activated from IL
2024-04-10,Bucks,,• Giannis Antetokounmpo,placed on IL with strained left calf (out for season)
2024-04-10,Bucks,,• Khris Middleton,placed on IL with left ankle injury
2024-04-10,Bulls,,• Andre Drummond,placed on IL with sprained left ankle (out for season)
2024-04-10,Cavaliers,,• Sam Merrill,placed on IL with strained neck
2024-04-10,Clippers,,• Paul George,placed on IL with sore left knee
2024-04-10,Clippers,,• Russell Westbrook,placed on IL with bruised left hand
2024-04-10,Grizzlies,• Jake LaRavia,,activated from IL
2024-04-10,Hawks,,• Jalen Johnson,placed on IL with sprained right ankle (out for season)
2024-04-10,Hawks,• Trae Young,,activated from IL
2024-04-10,Hornets,• Amari Bailey,,activated from IL
2024-04-10,Magic,,• Gary Harris,placed on IL with right foot injury
2024-04-10,Mavericks,• Josh Green,,activated from IL
2024-04-10,Nets,,• Dennis Smith Jr.,placed on IL with right hip injury (out for season)
2024-04-10,Nets,,• Dorian Finney-Smith,placed on IL with left knee injury (out for season)
2024-04-10,Nuggets,• Aaron Gordon,,activated from IL
2024-04-10,Raptors,,• R.J. Barrett,placed on IL with left knee injury
2024-04-10,Spurs,,• Victor Wembanyama,placed on IL with right ankle injury
2024-04-10,Suns,• Jusuf Nurkic,,activated from IL
2024-04-10,Thunder,• Gordon Hayward,,activated from IL
2024-04-11,76ers,• Tyrese Maxey,,activated from IL
2024-04-11,Blazers,,• Dalano Banton,placed on IL with sprained left ankle
2024-04-11,Bucks,,• A.J. Green,placed on IL with sprained left ankle
2024-04-11,Bucks,• Khris Middleton,,activated from IL
2024-04-11,Celtics,,• Oshae Brissett,placed on IL with illness
2024-04-11,Celtics,• Al Horford,,activated from IL
2024-04-11,Celtics,• Kristaps Porzingis,,activated from IL
2024-04-11,Clippers,• Paul George,,activated from IL
2024-04-11,Clippers,• Russell Westbrook,,activated from IL
2024-04-11,Grizzlies,,• Lamar Stevens,placed on IL with left groin injury (out for season)
2024-04-11,Kings,,• JaVale McGee,placed on IL with illness
2024-04-11,Kings,,• Jordan Ford,placed on IL with right hip injury
2024-04-11,Mavericks,,• Kyrie Irving,placed on IL with left hamstring injury
2024-04-11,Pelicans,• Naji Marshall,,activated from IL
2024-04-11,Raptors,• R.J. Barrett,,activated from IL
2024-04-11,Spurs,• Victor Wembanyama,,activated from IL
2024-04-11,Warriors,,• Draymond Green,placed on IL with bruised right knee
2024-04-11,Warriors,,• Gary Payton II,placed on IL with strained left calf (out for season)
2024-04-11,Warriors,,• Klay Thompson,placed on IL with right knee tendinitis
2024-04-11,Warriors,• Dario Saric,,activated from IL
2024-04-12,76ers,• Kyle Lowry,,activated from IL
2024-04-12,Blazers,• Dalano Banton,,activated from IL
2024-04-12,Bucks,,• Damian Lillard,placed on IL with left adductor injury
2024-04-12,Bucks,• MarJon Beauchamp,,activated from IL
2024-04-12,Celtics,,• Al Horford,placed on IL with sprained left big toe
2024-04-12,Celtics,,• Jaylen Brown,placed on IL with sprained left hand
2024-04-12,Celtics,,• Jayson Tatum,placed on IL with bruised right knee
2024-04-12,Celtics,,• Jrue Holiday,placed on IL with left knee injury
2024-04-12,Celtics,,• Kristaps Porzingis,placed on IL with right hamstring injury
2024-04-12,Celtics,• Oshae Brissett,,activated from IL
2024-04-12,Clippers,• James Harden,,activated from IL
2024-04-12,Hawks,,• Wesley Matthews / Wes Matthews Jr.,placed on IL with right hamstring injury
2024-04-12,Hawks,• A.J. Griffin,,activated from IL
2024-04-12,Hornets,,• Grant Williams,placed on IL with sprained right ankle (out for season)
2024-04-12,Hornets,,• Nick Richards,placed on IL with plantar fasciitis in right foot (out for season)
2024-04-12,Kings,• JaVale McGee,,activated from IL
2024-04-12,Kings,• Jordan Ford,,activated from IL
2024-04-12,Knicks,,• Isaiah Hartenstein,placed on IL with left Achilles injury
2024-04-12,Magic,• Franz Wagner,,activated from IL
2024-04-12,Magic,• Gary Harris,,activated from IL
2024-04-12,Mavericks,,• Luka Doncic,placed on IL with sore left ankle
2024-04-12,Nets,,• Day'Ron Sharpe,placed on IL with right wrist injury (out for season)
2024-04-12,Pacers,,• Isaiah Jackson,placed on IL with strained left hamstring
2024-04-12,Pelicans,,• Naji Marshall,placed on IL with bruised left shoulder
2024-04-12,Raptors,,• Dennis Schröder,placed on IL with sore right Achilles (out for season)
2024-04-12,Raptors,,• Mouhamadou Gueye,placed on IL with sprained right thumb (out for season)
2024-04-12,Rockets,,• Fred VanVleet,placed on IL with bruised right hip (out for season)
2024-04-12,Spurs,,• Malaki Branham,placed on IL with concussion protocol (out for season)
2024-04-12,Thunder,,• Josh Giddey,placed on IL with bruised right hip
2024-04-12,Timberwolves,• Karl-Anthony Towns,,activated from IL
2024-04-12,Warriors,,• Jonathan Kuminga,placed on IL with bruised pelvis
2024-04-12,Warriors,• Draymond Green,,activated from IL
2024-04-12,Warriors,• Klay Thompson,,activated from IL
2024-04-13,Cavaliers,,• Caris LeVert,placed on IL with sore left knee
2024-04-13,Cavaliers,,• Donovan Mitchell,placed on IL with left knee injury
2024-04-13,Knicks,• Isaiah Hartenstein,,activated from IL
2024-04-13,Mavericks,,• Daniel Gafford,placed on IL with sore right elbow
2024-04-13,Mavericks,,• Maximilian Kleber / Maxi Kleber,placed on IL with lower back spasms
2024-04-13,Mavericks,,• P.J. Washington,placed on IL with sprained right ankle
2024-04-13,Spurs,,• Victor Wembanyama,placed on IL with right ankle injury (out for season)
2024-04-13,Thunder,• Josh Giddey,,activated from IL
2024-04-13,Clippers,• Joshua Primo,,activated from IL
2024-04-14,Blazers,,• Deandre Ayton,placed on IL with sore lower back (out for season)
2024-04-14,Blazers,,• Jabari Walker,placed on IL with left knee tendinitis (out for season)
2024-04-14,Bucks,• Damian Lillard,,activated from IL
2024-04-14,Cavaliers,,• Darius Garland,placed on IL with bruised lower back
2024-04-14,Clippers,,• James Harden,placed on IL with sore right knee / right foot injury
2024-04-14,Hornets,,• Brandon Miller,placed on IL with sprained right wrist (out for season)
2024-04-14,Hornets,,• Miles Bridges,placed on IL with bruised right wrist (out for season)
2024-04-14,Nuggets,,• Collin Gillespie,placed on IL with sprained left knee
2024-04-14,Pacers,• Isaiah Jackson,,activated from IL
2024-04-14,Pelicans,• Brandon Ingram,,activated from IL
2024-04-14,Pelicans,• Naji Marshall,,activated from IL
2024-04-14,Raptors,,• Immanuel Quickley,placed on IL with strained left adductor (out for season)
2024-04-14,Suns,,• Eric Gordon,placed on IL with migraine headache
2024-04-14,Warriors,,• Draymond Green,placed on IL with bruised right knee (out for season)
2024-04-14,Warriors,,• Stephen Curry,placed on IL with sprained right ankle (out for season)
2024-04-14,Warriors,• Jonathan Kuminga,,activated from IL
2024-04-15,Rockets,• Jae'Sean Tate,,activated from IL
2024-04-16,Clippers,• James Harden,,activated from IL
2024-04-16,Hawks,• Wesley Matthews / Wes Matthews Jr.,,activated from IL
2024-04-16,Lakers,,• Cam Reddish,placed on IL with sprained right ankle
2024-04-17,Pelicans,,• Zion Williamson,placed on IL with strained left hamstring (out for season)
2024-04-19,Cavaliers,,• Craig Porter Jr.,placed on IL with sprained left ankle (out for season)
2024-04-19,Cavaliers,• Caris LeVert,,activated from IL
2024-04-19,Cavaliers,• Darius Garland,,activated from IL
2024-04-19,Cavaliers,• Donovan Mitchell,,activated from IL
2024-04-19,Cavaliers,• Sam Merrill,,activated from IL
2024-04-19,Suns,• Eric Gordon,,activated from IL
2024-04-20,76ers,,• De'Anthony Melton,placed on IL with back injury
2024-04-20,Bucks,• A.J. Green,,activated from IL
2024-04-20,Celtics,,• Luke Kornet,placed on IL with strained right calf
2024-04-20,Mavericks,• Dereck Lively II,,activated from IL
2024-04-20,Mavericks,• Maximilian Kleber / Maxi Kleber,,activated from IL
2024-04-21,Celtics,• Al Horford,,activated from IL
2024-04-21,Celtics,• Jaylen Brown,,activated from IL
2024-04-21,Celtics,• Jayson Tatum,,activated from IL
2024-04-21,Celtics,• Jrue Holiday,,activated from IL
2024-04-21,Celtics,• Kristaps Porzingis,,activated from IL
2024-04-21,Mavericks,• Daniel Gafford,,activated from IL
2024-04-21,Mavericks,• Kyrie Irving,,activated from IL
2024-04-21,Mavericks,• Luka Doncic,,activated from IL
2024-04-21,Mavericks,• P.J. Washington,,activated from IL
2024-04-23,Clippers,• Kawhi Leonard,,activated from IL
